User:;Maciej
IndexName:;WIG20Closing
StartDate:;2015-01-27 08:39:32
CalculationTime:;03:59:14
TestCasesNumber:;2
ProportionalDivisionTrainingTestData:;70
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError;TestCorrectDirectionPredictionsRate;TestCorrectDownPredictionsRate;TestCorrectUpPredictionsRate;Trend;LastTrainingCorrectDirectionPredictionsRate
Jordan;0,5;0,75;1000;10~1;no PCA;Day;Day;Day;1187,34635475486;0,5;0;1;0,5;0,495145631067961
MLP;0,75;0,75;1000;10~1;no PCA;Day;Day;Day;1149,88049074755;0,5;0;1;0,5;0,494452149791956
Elman;0,75;0,75;1000;10~1;no PCA;Day;Day;Day;1096,76313133897;0,51453488372093;0,0581395348837209;0,970930232558139;0,5;0,509015256588072
Jordan;0,75;0,75;1000;10~1;no PCA;Day;Day;Day;1158,01632754731;0,5;0;1;0,5;0,499306518723994
MLP;1;0,75;1000;10~1;no PCA;Day;Day;Day;1131,51466123239;0,504360465116279;0,00872093023255814;1;0,5;0,503467406380028
Elman;1;0,75;1000;10~1;no PCA;Day;Day;Day;1080,31774202952;0,524709302325581;0,0872093023255814;0,962209302325581;0,5;0,510402219140083
Jordan;1;0,75;1000;10~1;no PCA;Day;Day;Day;1139,19225387053;0,502906976744186;0,00581395348837209;1;0,5;0,502773925104022
MLP;0,25;1;1000;10~1;no PCA;Day;Day;Day;1427,23333013874;0,5;0;1;0,5;0,493065187239945
Elman;0,25;1;1000;10~1;no PCA;Day;Day;Day;1318,72102877985;0,515988372093023;0,061046511627907;0,970930232558139;0,5;0,496532593619972
Jordan;0,25;1;1000;10~1;no PCA;Day;Day;Day;1487,23176595989;0,5;0;1;0,5;0,4875173370319
MLP;0,5;1;1000;10~1;no PCA;Day;Day;Day;1349,73053742284;0,5;0;1;0,5;0,498613037447989
Elman;0,5;1;1000;10~1;no PCA;Day;Day;Day;1266,99103449023;0,513081395348837;0,0494186046511628;0,976744186046512;0,5;0,507628294036061
Jordan;0,5;1;1000;10~1;no PCA;Day;Day;Day;1394,96568379229;0,5;0;1;0,5;0,503467406380028
MLP;0,75;1;1000;10~1;no PCA;Day;Day;Day;1302,29650664214;0,5;0;1;0,5;0,497919556171983
Elman;0,75;1;1000;10~1;no PCA;Day;Day;Day;1221,00446266884;0,513081395348837;0,0494186046511628;0,976744186046512;0,5;0,510402219140083
Jordan;0,75;1;1000;10~1;no PCA;Day;Day;Day;1339,45049794089;0,5;0;1;0,5;0,492371705963939
MLP;1;1;1000;10~1;no PCA;Day;Day;Day;1274,60001611704;0,5;0;1;0,5;0,499306518723994
Elman;1;1;1000;10~1;no PCA;Day;Day;Day;1193,50527629693;0,517441860465116;0,061046511627907;0,973837209302326;0,5;0,506934812760055
Jordan;1;1;1000;10~1;no PCA;Day;Day;Day;1290,7102607475;0,5;0;1;0,5;0,5
