User:;komputer
IndexName:;WIG20Matkil
StartDate:;2015-01-27 15:19:33
CalculationTime:;05:44:32
TestCasesNumber:;3
ProportionalDivisionTrainingTestData:;70
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError;TestCorrectDirectionPredictionsRate;TestCorrectDownPredictionsRate;TestCorrectUpPredictionsRate;Trend;LastTrainingCorrectDirectionPredictionsRate
MLP;1;0;1000;30~1;10;Day;Day;Day;1228,29449413205;0,497041420118343;1;0;0,502958579881657;0,548158640226629
Jordan;1;0;1000;30~1;10;Day;Day;Day;1241,33899194841;0,497041420118343;1;0;0,502958579881657;0,551463644948064
Elman;1;0;1000;30~1;10;Day;Day;Day;1241,39886414859;0,516765285996055;0,946428571428572;0,092156862745098;0,502958579881657;0,5561850802644
MLP;0,5;0,25;1000;30~1;10;Day;Day;Day;1152,79589802488;0,497041420118343;1;0;0,502958579881657;0,555712936732767
Jordan;0,5;0,25;1000;30~1;10;Day;Day;Day;1096,9168301792;0,497041420118343;1;0;0,502958579881657;0,549102927289896
Elman;0,5;0,25;1000;30~1;10;Day;Day;Day;1021,23532764477;0,500986193293886;1;0,00784313725490196;0,502958579881657;0,540604343720491
MLP;0,75;0,25;1000;30~1;10;Day;Day;Day;1109,71491840813;0,497041420118343;1;0;0,502958579881657;0,553352219074599
Jordan;0,75;0,25;1000;30~1;10;Day;Day;Day;1074,51271396103;0,497041420118343;1;0;0,502958579881657;0,551935788479698
Elman;0,75;0,25;1000;30~1;10;Day;Day;Day;1020,10845190175;0,50887573964497;0,998015873015873;0,0254901960784314;0,502958579881657;0,551463644948064
MLP;1;0,25;1000;30~1;10;Day;Day;Day;1131,63774074961;0,497041420118343;1;0;0,502958579881657;0,558545797922568
Jordan;1;0,25;1000;30~1;10;Day;Day;Day;1118,83558937721;0,497041420118343;1;0;0,502958579881657;0,557129367327668
Elman;1;0,25;1000;30~1;10;Day;Day;Day;1020,69403698934;0,511834319526627;0,992063492063492;0,0372549019607843;0,502958579881657;0,542965061378659
MLP;0,5;0;1000;10~1;10;Day;Day;Day;1229,02018890093;0,497041420118343;1;0;0,502958579881657;0,54438149197356
Jordan;0,5;0;1000;10~1;10;Day;Day;Day;1246,53555041468;0,497041420118343;1;0;0,502958579881657;0,546270066100094
Elman;0,5;0;1000;10~1;10;Day;Day;Day;1292,39301143658;0,497041420118343;1;0;0,502958579881657;0,537771482530689
MLP;0,75;0;1000;10~1;10;Day;Day;Day;1226,31333399346;0,497041420118343;1;0;0,502958579881657;0,546270066100094
Jordan;0,75;0;1000;10~1;10;Day;Day;Day;1251,49109620488;0,497041420118343;1;0;0,502958579881657;0,546270066100094
Elman;0,75;0;1000;10~1;10;Day;Day;Day;1247,43539020358;0,498027613412229;1;0,00196078431372549;0,502958579881657;0,545797922568461
MLP;1;0;1000;10~1;10;Day;Day;Day;1163,45373094224;0,497041420118343;1;0;0,502958579881657;0,551463644948064
Jordan;1;0;1000;10~1;10;Day;Day;Day;1219,47142790329;0,497041420118343;1;0;0,502958579881657;0,545325779036827
Elman;1;0;1000;10~1;10;Day;Day;Day;1190,45838829146;0,498027613412229;1;0,00196078431372549;0,502958579881657;0,545325779036827
MLP;0,5;0,25;1000;10~1;10;Day;Day;Day;1121,36655119617;0,497041420118343;1;0;0,502958579881657;0,549102927289896
Jordan;0,5;0,25;1000;10~1;10;Day;Day;Day;1090,02079800746;0,497041420118343;1;0;0,502958579881657;0,551935788479698
Elman;0,5;0,25;1000;10~1;10;Day;Day;Day;1015,07465496388;0,497041420118343;1;0;0,502958579881657;0,555712936732767
MLP;0,75;0,25;1000;10~1;10;Day;Day;Day;1086,41090109277;0,497041420118343;1;0;0,502958579881657;0,559962228517469
