User:;komputer
IndexName:;WIG20withMacro
StartDate:;2015-01-14 23:22:40
CalculationTime:;03:38:19
TestCasesNumber:;4
ProportionalDivisionTrainingTestData:;0,7
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError;TestCorrectDirectionPredictionsRate;Trend;LastTrainingCorrectDirectionPredictionsRate
Jordan;0,75;0,25;10000;2~2~1;no PCA;Day;Day;Day;1986,19706354784;0,498511609446319;0,503076007144275;0,709677419354839
Elman;0,75;0,25;10000;2~2~1;no PCA;Day;Day;Day;2122,37304675857;0,49811470529867;0,503076007144275;0,709677419354839
MLP;1;0,25;10000;2~2~1;no PCA;Day;Day;Day;2075,1877319887;0,497717801151022;0,503076007144275;0,67741935483871
Jordan;1;0,25;10000;2~2~1;no PCA;Day;Day;Day;2043,902453966;0,497916253224846;0,503076007144275;0,645161290322581
Elman;1;0,25;10000;2~2~1;no PCA;Day;Day;Day;1856,3815914834;0,498313157372495;0,503076007144275;0,645161290322581
MLP;0,25;0,5;10000;2~2~1;no PCA;Day;Day;Day;2748,27857218337;0,498908513593967;0,503076007144275;0,67741935483871
Jordan;0,25;0,5;10000;2~2~1;no PCA;Day;Day;Day;2740,76719537009;0,499900773963088;0,503076007144275;0,67741935483871
Elman;0,25;0,5;10000;2~2~1;no PCA;Day;Day;Day;2609,84989407681;0,499106965667791;0,503076007144275;0,67741935483871
MLP;0,5;0,5;10000;2~2~1;no PCA;Day;Day;Day;2308,23027917029;0,49950386981544;0,503076007144275;0,741935483870968
Jordan;0,5;0,5;10000;2~2~1;no PCA;Day;Day;Day;2591,98209930706;0,499702321889264;0,503076007144275;0,67741935483871
Elman;0,5;0,5;10000;2~2~1;no PCA;Day;Day;Day;2359,16511672106;0,499900773963088;0,503076007144275;0,645161290322581
MLP;0,75;0,5;10000;2~2~1;no PCA;Day;Day;Day;2246,08140271948;0,499900773963088;0,503076007144275;0,709677419354839
Jordan;0,75;0,5;10000;2~2~1;no PCA;Day;Day;Day;2150,01320212573;0,499305417741615;0,503076007144275;0,709677419354839
Elman;0,75;0,5;10000;2~2~1;no PCA;Day;Day;Day;6504,28007187864;0,498710061520143;0,503076007144275;0,741935483870968
MLP;1;0,5;10000;2~2~1;no PCA;Day;Day;Day;2004,40409361409;0,49950386981544;0,503076007144275;0,741935483870968
Jordan;1;0,5;10000;2~2~1;no PCA;Day;Day;Day;2021,96088723129;0,500297678110736;0,503076007144275;0,67741935483871
Elman;1;0,5;10000;2~2~1;no PCA;Day;Day;Day;1818,41142768196;0,499702321889264;0,503076007144275;0,741935483870968
MLP;0,25;0,75;10000;2~2~1;no PCA;Day;Day;Day;3053,88870028529;0,499305417741615;0,503076007144275;0,67741935483871
Jordan;0,25;0,75;10000;2~2~1;no PCA;Day;Day;Day;2940,95527577796;0,498313157372495;0,503076007144275;0,67741935483871
Elman;0,25;0,75;10000;2~2~1;no PCA;Day;Day;Day;2785,26082916249;0,497717801151022;0,503076007144275;0,645161290322581
MLP;0,5;0,75;10000;2~2~1;no PCA;Day;Day;Day;2610,88536090455;0,49950386981544;0,503076007144275;0,67741935483871
Jordan;0,5;0,75;10000;2~2~1;no PCA;Day;Day;Day;6153,93470877976;0,499702321889264;0,503076007144275;0,709677419354839
Elman;0,5;0,75;10000;2~2~1;no PCA;Day;Day;Day;2307,4659470216;0,498710061520143;0,503076007144275;0,709677419354839
MLP;0,75;0,75;10000;2~2~1;no PCA;Day;Day;Day;2306,32991328449;0,49950386981544;0,503076007144275;0,741935483870968
Jordan;0,75;0,75;10000;2~2~1;no PCA;Day;Day;Day;2286,55908413956;0,500297678110736;0,503076007144275;0,67741935483871
Elman;0,75;0,75;10000;2~2~1;no PCA;Day;Day;Day;2371,90596297034;0,499900773963088;0,503076007144275;0,67741935483871
MLP;1;0,75;10000;2~2~1;no PCA;Day;Day;Day;2260,68500932672;0,500099226036912;0,503076007144275;0,741935483870968
Jordan;1;0,75;10000;2~2~1;no PCA;Day;Day;Day;2128,34130110141;0,499106965667791;0,503076007144275;0,741935483870968
Elman;1;0,75;10000;2~2~1;no PCA;Day;Day;Day;2050,73432706866;0,498511609446319;0,503076007144275;0,709677419354839
MLP;0,25;0;10000;5~5~1;no PCA;Day;Day;Day;2311,00606243711;0,49950386981544;0,503076007144275;0,806451612903226
Jordan;0,25;0;10000;5~5~1;no PCA;Day;Day;Day;2311,69937362474;0,498710061520143;0,503076007144275;0,806451612903226
Elman;0,25;0;10000;5~5~1;no PCA;Day;Day;Day;2406,13138296977;0,498313157372495;0,503076007144275;0,774193548387097
MLP;0,5;0;10000;5~5~1;no PCA;Day;Day;Day;2258,82912053125;0,497519349077198;0,503076007144275;0,741935483870968
Jordan;0,5;0;10000;5~5~1;no PCA;Day;Day;Day;2318,75532513342;0,499305417741615;0,503076007144275;0,741935483870968
Elman;0,5;0;10000;5~5~1;no PCA;Day;Day;Day;2214,19589443301;0,500694582258385;0,503076007144275;0,741935483870968
MLP;0,75;0;10000;5~5~1;no PCA;Day;Day;Day;2309,3036866177;0,498710061520143;0,503076007144275;0,741935483870968
Jordan;0,75;0;10000;5~5~1;no PCA;Day;Day;Day;2107,07605156487;0,50049613018456;0,503076007144275;0,709677419354839
Elman;0,75;0;10000;5~5~1;no PCA;Day;Day;Day;1573,38652675619;0,49811470529867;0,503076007144275;0,67741935483871
MLP;1;0;10000;5~5~1;no PCA;Day;Day;Day;2097,6103381594;0,498313157372495;0,503076007144275;0,67741935483871
Jordan;1;0;10000;5~5~1;no PCA;Day;Day;Day;2072,88519017685;0,499702321889264;0,503076007144275;0,67741935483871
Elman;1;0;10000;5~5~1;no PCA;Day;Day;Day;1603,82484545289;0,500099226036912;0,503076007144275;0,645161290322581
MLP;0,25;0,25;10000;5~5~1;no PCA;Day;Day;Day;2494,31009188569;0,499900773963088;0,503076007144275;0,67741935483871
Jordan;0,25;0,25;10000;5~5~1;no PCA;Day;Day;Day;2558,77248548947;0,498908513593967;0,503076007144275;0,67741935483871
Elman;0,25;0,25;10000;5~5~1;no PCA;Day;Day;Day;2427,7686842569;0,499106965667791;0,503076007144275;0,67741935483871
MLP;0,5;0,25;10000;5~5~1;no PCA;Day;Day;Day;2298,82310372352;0,500694582258385;0,503076007144275;0,741935483870968
Jordan;0,5;0,25;10000;5~5~1;no PCA;Day;Day;Day;2296,72632987875;0,498710061520143;0,503076007144275;0,67741935483871
Elman;0,5;0,25;10000;5~5~1;no PCA;Day;Day;Day;2189,99654715267;0,497916253224846;0,503076007144275;0,774193548387097
MLP;0,75;0,25;10000;5~5~1;no PCA;Day;Day;Day;2154,94795693556;0,499305417741615;0,503076007144275;0,709677419354839
Jordan;0,75;0,25;10000;5~5~1;no PCA;Day;Day;Day;1983,63070097331;0,500893034332209;0,503076007144275;0,67741935483871
Elman;0,75;0,25;10000;5~5~1;no PCA;Day;Day;Day;1861,42987024287;0,500893034332209;0,503076007144275;0,741935483870968
MLP;1;0,25;10000;5~5~1;no PCA;Day;Day;Day;1982,41085629623;0,500694582258385;0,503076007144275;0,645161290322581
Jordan;1;0,25;10000;5~5~1;no PCA;Day;Day;Day;1938,57884540459;0,497122444929549;0,503076007144275;0,645161290322581
Elman;1;0,25;10000;5~5~1;no PCA;Day;Day;Day;1514,61525302182;0,499106965667791;0,503076007144275;0,709677419354839
MLP;0,25;0,5;10000;5~5~1;no PCA;Day;Day;Day;2910,7529866442;0,49950386981544;0,503076007144275;0,67741935483871
Jordan;0,25;0,5;10000;5~5~1;no PCA;Day;Day;Day;2977,48537580521;0,500099226036912;0,503076007144275;0,709677419354839
Elman;0,25;0,5;10000;5~5~1;no PCA;Day;Day;Day;2489,63314247145;0,49950386981544;0,503076007144275;0,67741935483871
MLP;0,5;0,5;10000;5~5~1;no PCA;Day;Day;Day;2455,92221608954;0,500297678110736;0,503076007144275;0,741935483870968
Jordan;0,5;0,5;10000;5~5~1;no PCA;Day;Day;Day;2563,29027779297;0,499702321889264;0,503076007144275;0,709677419354839
Elman;0,5;0,5;10000;5~5~1;no PCA;Day;Day;Day;2137,3632021685;0,498710061520143;0,503076007144275;0,67741935483871
MLP;0,75;0,5;10000;5~5~1;no PCA;Day;Day;Day;2129,77565662508;0,49950386981544;0,503076007144275;0,774193548387097
Jordan;0,75;0,5;10000;5~5~1;no PCA;Day;Day;Day;2217,2365505496;0,501289938479857;0,503076007144275;0,741935483870968
Elman;0,75;0,5;10000;5~5~1;no PCA;Day;Day;Day;1907,67876907752;0,500297678110736;0,503076007144275;0,774193548387097
MLP;1;0,5;10000;5~5~1;no PCA;Day;Day;Day;1746,44476186379;0,499702321889264;0,503076007144275;0,709677419354839
Jordan;1;0,5;10000;5~5~1;no PCA;Day;Day;Day;1778,50851086758;0,500694582258385;0,503076007144275;0,774193548387097
Elman;1;0,5;10000;5~5~1;no PCA;Day;Day;Day;1474,38348603045;0,500694582258385;0,503076007144275;0,709677419354839
MLP;0,25;0,75;10000;5~5~1;no PCA;Day;Day;Day;3189,10746624343;0,499305417741615;0,503076007144275;0,645161290322581
Jordan;0,25;0,75;10000;5~5~1;no PCA;Day;Day;Day;3093,11384151675;0,499702321889264;0,503076007144275;0,67741935483871
Elman;0,25;0,75;10000;5~5~1;no PCA;Day;Day;Day;2868,8006719448;0,498710061520143;0,503076007144275;0,67741935483871
MLP;0,5;0,75;10000;5~5~1;no PCA;Day;Day;Day;2414,68226207898;0,499106965667791;0,503076007144275;0,741935483870968
Jordan;0,5;0,75;10000;5~5~1;no PCA;Day;Day;Day;2397,83715768018;0,499305417741615;0,503076007144275;0,774193548387097
Elman;0,5;0,75;10000;5~5~1;no PCA;Day;Day;Day;2107,66090959352;0,498908513593967;0,503076007144275;0,741935483870968
MLP;0,75;0,75;10000;5~5~1;no PCA;Day;Day;Day;1943,57913829974;0,500893034332209;0,503076007144275;0,709677419354839
Jordan;0,75;0,75;10000;5~5~1;no PCA;Day;Day;Day;2021,51524779481;0,49950386981544;0,503076007144275;0,774193548387097
Elman;0,75;0,75;10000;5~5~1;no PCA;Day;Day;Day;2009,00808664617;0,498710061520143;0,503076007144275;0,709677419354839
MLP;1;0,75;10000;5~5~1;no PCA;Day;Day;Day;1808,57422984165;0,50049613018456;0,503076007144275;0,774193548387097
Jordan;1;0,75;10000;5~5~1;no PCA;Day;Day;Day;1693,06635608984;0,500099226036912;0,503076007144275;0,774193548387097
Elman;1;0,75;10000;5~5~1;no PCA;Day;Day;Day;1572,85402617156;0,499702321889264;0,503076007144275;0,741935483870968
MLP;0,25;0;10000;30~30~1;no PCA;Day;Day;Day;2819,46417043567;0,498710061520143;0,503076007144275;0,741935483870968
Jordan;0,25;0;10000;30~30~1;no PCA;Day;Day;Day;2783,49477112578;0,49811470529867;0,503076007144275;0,774193548387097
Elman;0,25;0;10000;30~30~1;no PCA;Day;Day;Day;2660,47666838401;0,498313157372495;0,503076007144275;0,774193548387097
MLP;0,5;0;10000;30~30~1;no PCA;Day;Day;Day;2497,78090780411;0,49811470529867;0,503076007144275;0,774193548387097
Jordan;0,5;0;10000;30~30~1;no PCA;Day;Day;Day;2473,09225812948;0,49811470529867;0,503076007144275;0,774193548387097
Elman;0,5;0;10000;30~30~1;no PCA;Day;Day;Day;2306,71563760693;0,49811470529867;0,503076007144275;0,67741935483871
MLP;0,75;0;10000;30~30~1;no PCA;Day;Day;Day;2201,8390293156;0,499900773963088;0,503076007144275;0,67741935483871
Jordan;0,75;0;10000;30~30~1;no PCA;Day;Day;Day;2190,82560313378;0,500297678110736;0,503076007144275;0,709677419354839
Elman;0,75;0;10000;30~30~1;no PCA;Day;Day;Day;1778,07419850998;0,499900773963088;0,503076007144275;0,67741935483871
MLP;1;0;10000;30~30~1;no PCA;Day;Day;Day;1703,65004161239;0,498313157372495;0,503076007144275;0,774193548387097
Jordan;1;0;10000;30~30~1;no PCA;Day;Day;Day;1540,85290643232;0,499106965667791;0,503076007144275;0,741935483870968
Elman;1;0;10000;30~30~1;no PCA;Day;Day;Day;1142,88303811427;0,502282198848978;0,503076007144275;0,741935483870968
MLP;0,25;0,25;10000;30~30~1;no PCA;Day;Day;Day;2783,51627621281;0,499702321889264;0,503076007144275;0,645161290322581
Jordan;0,25;0,25;10000;30~30~1;no PCA;Day;Day;Day;2854,39385220881;0,498908513593967;0,503076007144275;0,67741935483871
Elman;0,25;0,25;10000;30~30~1;no PCA;Day;Day;Day;2692,16673028467;0,499702321889264;0,503076007144275;0,67741935483871
MLP;0,5;0,25;10000;30~30~1;no PCA;Day;Day;Day;2414,95414582516;0,500297678110736;0,503076007144275;0,741935483870968
Jordan;0,5;0,25;10000;30~30~1;no PCA;Day;Day;Day;2325,47724564659;0,500893034332209;0,503076007144275;0,774193548387097
Elman;0,5;0,25;10000;30~30~1;no PCA;Day;Day;Day;1812,02502785313;0,499900773963088;0,503076007144275;0,709677419354839
MLP;0,75;0,25;10000;30~30~1;no PCA;Day;Day;Day;2018,3311314878;0,500099226036912;0,503076007144275;0,67741935483871
Jordan;0,75;0,25;10000;30~30~1;no PCA;Day;Day;Day;2165,24437323874;0,500099226036912;0,503076007144275;0,741935483870968
Elman;0,75;0,25;10000;30~30~1;no PCA;Day;Day;Day;1568,27418536634;0,499702321889264;0,503076007144275;0,774193548387097
MLP;1;0,25;10000;30~30~1;no PCA;Day;Day;Day;1575,92662804885;0,500099226036912;0,503076007144275;0,67741935483871
Jordan;1;0,25;10000;30~30~1;no PCA;Day;Day;Day;1606,07006556028;0,500297678110736;0,503076007144275;0,67741935483871
Elman;1;0,25;10000;30~30~1;no PCA;Day;Day;Day;1355,5562200181;0,499305417741615;0,503076007144275;0,709677419354839
MLP;0,25;0,5;10000;30~30~1;no PCA;Day;Day;Day;2821,87029140213;0,499106965667791;0,503076007144275;0,67741935483871
Jordan;0,25;0,5;10000;30~30~1;no PCA;Day;Day;Day;3129,38465878152;0,498710061520143;0,503076007144275;0,645161290322581
Elman;0,25;0,5;10000;30~30~1;no PCA;Day;Day;Day;2704,10285004736;0,498710061520143;0,503076007144275;0,741935483870968
MLP;0,5;0,5;10000;30~30~1;no PCA;Day;Day;Day;2360,62865842536;0,500297678110736;0,503076007144275;0,67741935483871
Jordan;0,5;0,5;10000;30~30~1;no PCA;Day;Day;Day;2052,23349360521;0,500694582258385;0,503076007144275;0,774193548387097
Elman;0,5;0,5;10000;30~30~1;no PCA;Day;Day;Day;1716,53868207653;0,49950386981544;0,503076007144275;0,774193548387097
MLP;0,75;0,5;10000;30~30~1;no PCA;Day;Day;Day;1928,69713014775;0,500099226036912;0,503076007144275;0,741935483870968
Jordan;0,75;0,5;10000;30~30~1;no PCA;Day;Day;Day;1831,47871708561;0,50049613018456;0,503076007144275;0,709677419354839
Elman;0,75;0,5;10000;30~30~1;no PCA;Day;Day;Day;1604,05329078191;0,497717801151022;0,503076007144275;0,741935483870968
MLP;1;0,5;10000;30~30~1;no PCA;Day;Day;Day;1625,79769339731;0,500694582258385;0,503076007144275;0,741935483870968
Jordan;1;0,5;10000;30~30~1;no PCA;Day;Day;Day;1768,46869456626;0,501289938479857;0,503076007144275;0,67741935483871
Elman;1;0,5;10000;30~30~1;no PCA;Day;Day;Day;1352,46066934583;0,499305417741615;0,503076007144275;0,806451612903226
MLP;0,25;0,75;10000;30~30~1;no PCA;Day;Day;Day;3004,97487689284;0,49811470529867;0,503076007144275;0,612903225806452
Jordan;0,25;0,75;10000;30~30~1;no PCA;Day;Day;Day;2781,74760473305;0,498710061520143;0,503076007144275;0,709677419354839
Elman;0,25;0,75;10000;30~30~1;no PCA;Day;Day;Day;2344,4140748378;0,498908513593967;0,503076007144275;0,774193548387097
MLP;0,5;0,75;10000;30~30~1;no PCA;Day;Day;Day;2171,96654356056;0,499702321889264;0,503076007144275;0,67741935483871
Jordan;0,5;0,75;10000;30~30~1;no PCA;Day;Day;Day;1931,71724364726;0,498908513593967;0,503076007144275;0,741935483870968
Elman;0,5;0,75;10000;30~30~1;no PCA;Day;Day;Day;2522,51105036575;0,497717801151022;0,503076007144275;0,709677419354839
MLP;0,75;0,75;10000;30~30~1;no PCA;Day;Day;Day;1898,31433062928;0,498908513593967;0,503076007144275;0,709677419354839
Jordan;0,75;0,75;10000;30~30~1;no PCA;Day;Day;Day;1763,76305238602;0,499305417741615;0,503076007144275;0,709677419354839
Elman;0,75;0,75;10000;30~30~1;no PCA;Day;Day;Day;1658,02070812456;0,499900773963088;0,503076007144275;0,806451612903226
MLP;1;0,75;10000;30~30~1;no PCA;Day;Day;Day;1594,97851638378;0,49950386981544;0,503076007144275;0,741935483870968
Jordan;1;0,75;10000;30~30~1;no PCA;Day;Day;Day;1583,30039156484;0,499702321889264;0,503076007144275;0,741935483870968
Elman;1;0,75;10000;30~30~1;no PCA;Day;Day;Day;2002,06314667788;0,49950386981544;0,503076007144275;0,67741935483871
